company_id,hubspot_deal_id,employee_sent_invitations_count,employee_first_invitation_sent_in_days,employee_accepted_invitations_count,employee_first_invitation_accepted_in_days,boss_sent_invitations_count,boss_first_invitation_sent_in_days,boss_accepted_invitations_count,boss_first_invitation_accepted_in_days,active_employees_count,work_schedules_count,adjustments_count,adjustment_suggestions_count,active_geofences_count,hour_parametrizations_count,reports_count,imported_afd_reports_count,vacation_requests_count,vacations_count,timetrackings_count,imported_timetrackings_count,days_to_decision,won
36627,9612138030,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,15,0
36628,9612128334,1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,23,0
36629,9612242471,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
36630,9613101318,14,0,14,0,0,-1,0,-1,11,7,0,0,0,0,2,0,0,0,585,0,21,1
36631,9612342894,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
36632,9613366443,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36633,9613417310,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
36634,9613311262,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36635,9613394474,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36636,9613395997,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36637,9613541469,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
36638,9613583945,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36639,9613647236,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
36640,9613918232,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,22,0
36641,9614125688,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36642,9614050110,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36643,9615092838,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36644,9615138694,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36645,9615029619,1,0,1,0,0,-1,0,-1,0,1,0,0,0,0,4,0,0,0,2,0,15,0
36646,9615039040,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
36647,9614146821,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36649,9615475753,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36651,9615462813,1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,10,0,15,0
36652,9615488817,4,0,3,0,0,-1,0,-1,2,2,0,0,0,0,0,0,0,0,153,0,34,1
36653,9615637136,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36654,9615605339,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36656,9615401091,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
36657,9615663371,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36658,9615758385,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36659,9615821144,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36660,9615678027,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36661,9615852825,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36662,9615812710,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,20,1
36663,9615948195,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36664,9615864859,3,0,3,0,0,-1,0,-1,3,2,0,0,0,0,0,0,0,0,132,0,15,1
36665,9616154686,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36666,9616774202,1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,6,0
36667,9617513755,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36668,9617748868,12,0,12,0,1,0,1,0,11,5,5,0,0,0,2,0,0,0,332,0,27,1
36669,9617651866,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36670,9618694432,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36671,9618694783,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36672,9618151235,1,0,1,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,2,0,15,0
36673,9621284401,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
36675,9621552941,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36676,9621525056,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36677,9621675404,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36678,9621797962,8,0,8,0,0,-1,0,-1,0,5,51,0,0,0,11,0,0,0,278,0,33,0
36679,9621782540,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
36680,9621804427,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
36681,9622214973,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,34,0
36683,9622405749,0,-1,0,-1,0,-1,0,-1,0,2,104,0,0,0,6,4,0,0,0,36937,15,0
36684,9623313426,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,15,0
36685,9623282573,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,2,0,34,0
36686,9623598361,1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,2,0,15,0
36687,9623634240,2,0,2,0,1,0,1,0,0,1,0,0,0,0,3,0,0,0,51,0,102,0
36688,9623677031,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,15,0
36689,9623743664,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36690,9623853884,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36691,9623984796,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36692,9623883441,2,0,1,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,15,0
36693,9624213665,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36695,9623246756,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36696,9624559184,0,-1,0,-1,0,-1,0,-1,0,1,3,0,1,0,4,0,0,0,36,0,15,0
36698,9625464621,1,0,1,0,0,-1,0,-1,1,1,49,0,0,0,1,0,0,0,29,0,18,1
36699,9624905617,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36700,9624957881,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
36701,9624889609,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,21,0
36702,9625504069,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36703,9624967849,8,1,8,1,0,-1,0,-1,4,4,3,0,0,0,4,0,0,0,213,0,14,1
36704,9625659433,2,0,2,0,0,-1,0,-1,0,1,107,0,1,0,3,0,0,0,53,0,12,0
36705,9624936262,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,2,0,18,0
36706,9625646416,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36707,9625682071,6,0,6,0,0,-1,0,-1,0,1,0,0,3,0,2,0,0,0,149,0,22,0
36708,9625799960,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36709,9625131186,2,0,2,0,0,-1,0,-1,0,2,0,0,0,0,7,0,0,0,7,0,18,0
36710,9625131418,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36711,9625131529,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36712,9625713315,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36713,9625131632,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,2,0,18,0
36714,9625760769,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36715,9625706809,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36716,9625906752,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36717,9625924208,4,0,4,0,0,-1,0,-1,4,4,10,0,0,0,21,0,0,0,98,0,18,1
36718,9625932882,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36719,9625883044,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36720,9625253557,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36721,9626148533,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
36722,9626331665,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36723,9626207297,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,11,0
36724,9626462642,0,-1,0,-1,0,-1,0,-1,3,3,0,0,0,0,0,0,0,0,7,0,27,1
36725,9626579721,0,-1,0,-1,0,-1,0,-1,0,0,14,0,0,0,3,1,0,0,0,243,103,0
36726,9626701894,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36727,9626913969,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36728,9626873919,1,0,1,0,0,-1,0,-1,1,2,0,0,3,0,3,0,0,0,24,0,20,1
36729,9626906004,7,1,1,1,0,-1,0,-1,0,1,0,0,1,0,0,0,0,0,5,0,46,1
36730,9627109126,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36731,9627928406,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36732,9629475868,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36733,9630258305,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
36734,9631510049,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,13,0
36737,9632733083,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36738,9632853251,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36739,9632942954,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36740,9632995157,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36741,9633136908,1,6,1,6,0,-1,0,-1,0,5,352,0,0,0,15,1,0,0,363,59025,33,0
36742,9633054380,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
36743,9632973860,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36744,9633139014,1,0,0,-1,1,0,0,-1,0,0,0,0,0,0,1,0,0,0,3,0,20,0
36745,9633223298,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
36746,9633922897,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36747,9633267892,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,14,0
36748,9633917012,26,0,26,0,1,0,1,0,13,2,3,3,1,0,1,0,0,0,93,0,63,1
36749,9634059072,16,0,16,0,3,0,3,0,11,5,0,0,0,0,0,0,0,0,52,0,4,1
36751,9634103603,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36752,9634162572,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36753,9634337391,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36754,9634229864,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,17,0
36755,9633710094,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,17,0
36756,9634487078,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,1,0,32,0
36757,9634614092,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
36758,9634722632,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36759,9634693732,2,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,80,0,31,0
36760,9634932042,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,4,0,15,0
36761,9634833469,6,0,6,0,0,-1,0,-1,4,5,217,65,2,0,2,0,0,0,1178,0,172,1
36762,9635356824,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0
36763,9635068209,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0
36764,9636114822,5,49,5,49,0,-1,0,-1,0,0,0,14,0,0,0,0,0,0,1070,0,146,0
36767,9638019080,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,33,0
36769,9638837347,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,28,0,17,0
36770,9639402920,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36771,9637763140,2,0,2,0,0,-1,0,-1,0,4,8,0,0,0,5,0,0,0,77,0,19,0
36772,9639262068,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36774,9639560708,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,3,0
36776,9640861494,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36778,9639664521,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36779,9641012811,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
36781,9640981844,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
36782,9641037945,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36783,9641492278,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36784,9641336641,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36785,9641569623,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,25,0
36786,9641401011,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,2,0
36787,9641990686,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36788,9641703975,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36789,9641933219,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,20,0
36790,9641936032,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36792,9642274733,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
36793,9642276136,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36794,9642445107,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
36795,9644126103,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36796,9644413874,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36797,9644394044,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36798,9644592009,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36799,9644795774,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36800,9644846683,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36801,9644842926,1,0,1,0,0,-1,0,-1,0,3,0,0,0,0,0,0,0,0,1,0,17,0
36802,9644875281,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36803,9645115281,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36804,9645752238,3,2,3,2,0,-1,0,-1,0,1,0,0,0,0,6,0,0,0,117,0,27,0
36805,9645309560,4,0,4,0,0,-1,0,-1,3,3,7,0,1,0,0,0,0,0,117,0,18,1
36806,9645881003,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36807,9645963108,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36808,9645970825,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
36809,9646129841,2,0,2,0,0,-1,0,-1,2,3,0,0,1,0,0,0,0,0,0,0,2,1
36810,9645434275,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,17,0
36811,9646217831,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,5,0
36812,9646263072,1,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36813,9646278516,3,0,3,0,0,-1,0,-1,3,2,23,0,1,0,6,0,0,0,124,0,17,1
36814,9646377005,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36815,9647062873,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36816,9647009859,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36817,9647169926,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36818,9647459852,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36819,9647496368,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36820,9647566861,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36821,9647642928,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36822,9647899505,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36823,9647983477,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36824,9648111249,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36825,9648129869,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36826,9649151876,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36827,9649121945,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36828,9649291556,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36829,9649320734,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
36830,9649433247,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36831,9649537563,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,17,0
36832,9650187569,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
36833,9650348909,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36834,9650528952,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36835,9650443416,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36836,9650641761,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36837,9650794087,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36838,9651594016,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36839,9651443385,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36840,9653016585,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36841,9653212319,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,26,0
36842,9653738347,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,4,0,16,0
36843,9653287767,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,16,0
36845,9653829448,1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,16,0
36846,9654158641,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36847,9654113199,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36848,9654232622,4,4,4,4,0,-1,0,-1,0,4,0,0,0,0,0,0,0,0,103,0,46,0
36852,9654690960,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36853,9654816433,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
36854,9654867093,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,16,0
36855,9655047060,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36856,9655720038,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36857,9655730862,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36858,9655774753,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36859,9656153713,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36860,9655959672,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36861,9656015898,0,-1,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,16,0
36862,9655983738,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36863,9656007020,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36864,9655996840,1,0,1,0,0,-1,0,-1,0,1,6,0,1,0,3,0,0,0,15,0,12,0
36865,9656335898,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,19,0
36866,9656474785,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36867,9656556546,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36868,9657128715,1,17,1,17,0,-1,0,-1,1,4,0,0,0,0,0,0,0,0,1,0,108,1
36870,9657241782,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,16,0
36871,9656603315,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36872,9657213239,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
36873,9657526864,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36874,9657578153,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36875,9657531727,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36876,9657637773,2,0,2,0,0,-1,0,-1,0,2,0,0,1,0,1,0,0,0,18,0,3,0
36877,9658287369,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36878,9658640448,2,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,15,0
36879,9659350814,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36880,9659649044,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36881,9659875109,3,1,3,1,0,-1,0,-1,0,1,0,0,0,0,4,0,0,0,18,0,39,0
36882,9661947275,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36883,9662314243,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36884,9662549148,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36885,9662516632,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36887,9662669469,14,0,14,0,0,-1,0,-1,0,26,169,0,1,0,5,0,0,0,397,0,30,0
36888,9662892556,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,15,0
36889,5587303531,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,1
36890,9663621038,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
36891,9663672928,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36892,9662963611,3,0,0,-1,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,35,0
36893,9662979511,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36894,9663728674,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36895,9663659350,0,-1,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,15,0
36896,9663846420,1,0,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,2,0,15,0
36897,9663704153,1,0,1,0,0,-1,0,-1,1,1,8,0,0,0,0,0,0,0,51,0,21,0
